"sergile"->"başyapıt":1,"vasat":46 bin,result:-4.326929537043505
"uyanık"->"başyapıt":40,"vasat":331,result:-0.5819397078096872
"hanımefendi"->"başyapıt":495,"vasat":857,result:0.09745267164843976
"yergi"->"başyapıt":148,"vasat":37,result:0.9378882859660316
"rep"->"başyapıt":544,"vasat":63,result:1.2720866448826673
"paket"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"ret"->"başyapıt":205,"vasat":686,result:-0.18874196001292828
"ada"->"başyapıt":324,"vasat":2 bin,result:-0.4546566908192999
"hapsol"->"başyapıt":1,"vasat":1,result:0
"adi"->"başyapıt":6 bin,"vasat":2 bin,result:0.8129495493577316
"hıçkır"->"başyapıt":1,"vasat":1,result:0
"tedirgin"->"başyapıt":88,"vasat":360,result:-0.2759915339790495
"sürükleyici"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"azımsa"->"başyapıt":1,"vasat":1,result:0
"beyhude"->"başyapıt":458,"vasat":541,result:0.26349650753536885
"yaprak"->"başyapıt":6 bin,"vasat":2 bin,result:0.8129495493577316
"gönüllü"->"başyapıt":2 bin,"vasat":652,result:0.8226106945701301
"nâr"->"başyapıt":46 bin,"vasat":479,result:2.31825061290508
"Bilâl"->"başyapıt":477,"vasat":bin,result:0.014346673678183012
"doğa"->"başyapıt":25 bin,"vasat":3 bin,result:1.2566470485904444
"yerel"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"aracılık"->"başyapıt":38,"vasat":bin,result:-1.0843881087451208
"kayna"->"başyapıt":1,"vasat":61,result:-1.4495015403726978
"tebrik"->"başyapıt":758,"vasat":2 bin,result:-0.08553249539385849
"tıpkı"->"başyapıt":584,"vasat":7 bin,result:-0.7428568982637882
"yüzde"->"başyapıt":966,"vasat":10 bin,result:-0.6791945789464374
"kaygı"->"başyapıt":91,"vasat":bin,result:-0.7051303130408373
"hatır"->"başyapıt":50,"vasat":bin,result:-0.9652017010259121
"afi"->"başyapıt":10,"vasat":43,result:-0.2976401609415174
"meyil"->"başyapıt":2,"vasat":205,result:-1.6748955707537039
"jest"->"başyapıt":83,"vasat":3 bin,result:-1.2222148677055193
"magnezyum"->"başyapıt":1,"vasat":50,result:-1.3631417096979497
"akşam"->"başyapıt":2 bin,"vasat":10 bin,result:-0.3631417096979497
"ünlü"->"başyapıt":18 bin,"vasat":5 bin,result:0.8921307954053564
"hecele"->"başyapıt":1,"vasat":1,result:0
"muamma"->"başyapıt":29,"vasat":4 bin,result:-1.8038336987909371
"lokma"->"başyapıt":49,"vasat":350,result:-0.5180436696836928
"değişmez"->"başyapıt":24,"vasat":598,result:-1.0606616476387356
"eleştirim"->"başyapıt":110,"vasat":888,result:-0.5711919859823068
"feminist"->"başyapıt":928,"vasat":695,result:0.4613914662668173
"vatani"->"başyapıt":1,"vasat":39,result:-1.25523631238843
"isyan"->"başyapıt":176,"vasat":bin,result:-0.41865903754778105
"basari"->"başyapıt":14 milyon,"vasat":360,result:4.92565382954902
"oğul"->"başyapıt":519,"vasat":178,result:0.800575650177633
"öznel"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"sevap"->"başyapıt":1,"vasat":267,result:-2.090682966726506
"düşünce"->"başyapıt":738,"vasat":4 bin,result:-0.3981753348668517
"birçok"->"başyapıt":16 bin,"vasat":11 bin,result:0.4985555921357689
"iste"->"başyapıt":275,"vasat":5 bin,result:-0.923809015867687
"melodi"->"başyapıt":257,"vasat":560,result:-0.002426609036836755
"yepyeni"->"başyapıt":2 bin,"vasat":362,result:1.0781497197688847
"çeyrek"->"başyapıt":86,"vasat":2 bin,result:-1.0307032497823445
"müptela"->"başyapıt":196,"vasat":30,result:1.1509631112748828
"telepatik"->"başyapıt":1,"vasat":1,result:0
"demagoji"->"başyapıt":8,"vasat":899,result:-1.7148414101032161
"muhasebe"->"başyapıt":27,"vasat":3 bin,result:-1.709929195922606
"enstitü"->"başyapıt":6,"vasat":22,result:-0.22844313580049352
"ninni"->"başyapıt":164 bin,"vasat":376,result:2.975484297758106
"spor"->"başyapıt":2 bin,"vasat":13 bin,result:-0.47708506200478645
"caba"->"başyapıt":23,"vasat":444,result:-0.9498268394589579
"mendil"->"başyapıt":15,"vasat":174,result:-0.7286296945888493
"önemse"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"ibre"->"başyapıt":27,"vasat":116,result:-0.29726593042986205
"konsantrasyon"->"başyapıt":5,"vasat":220,result:-1.3076243818481184
"göster"->"başyapıt":261,"vasat":430,result:0.11900034639676356
"spot"->"başyapıt":bin,"vasat":466,result:0.6674423779480689
"satın"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"satır"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"kıvam"->"başyapıt":8,"vasat":634,result:-1.5631709762517199
"eleştirme"->"başyapıt":37,"vasat":275,result:-0.5353026751251985
"acı"->"başyapıt":3 bin,"vasat":4 bin,result:0.2108895580297692
"ait"->"başyapıt":9 bin,"vasat":11 bin,result:0.248678118919169
"tüfek"->"başyapıt":321,"vasat":348,result:0.3007540830963603
"misafir"->"başyapıt":148,"vasat":3 bin,result:-0.9710312446866359
"zımba"->"başyapıt":293,"vasat":100,result:0.8026959149921786
"kahpe"->"başyapıt":95,"vasat":70,result:0.4684538599126601
"oturum"->"başyapıt":17,"vasat":391,result:-1.0258995413795238
"tender"->"başyapıt":1,"vasat":387,result:-2.251882670380842
"sevda"->"başyapıt":403,"vasat":512,result:0.2318633798033478
"ceset"->"başyapıt":123,"vasat":476,result:-0.2518735466430261
"hapset"->"başyapıt":1,"vasat":1,result:0
"oluşum"->"başyapıt":2 bin,"vasat":557,result:0.8910030951283214
"hafıza"->"başyapıt":180,"vasat":bin,result:-0.4088992002586248
"çevirmen"->"başyapıt":444,"vasat":12 bin,result:-1.095969981294936
"çıkıla"->"başyapıt":1,"vasat":1,result:0
"seleksiyon"->"başyapıt":9,"vasat":188 bin,result:-3.984087045186286
"bambu"->"başyapıt":518 bin,"vasat":55,result:4.309795364889058
"aşıla"->"başyapıt":1,"vasat":11,result:-0.705564390520156
"kurgula"->"başyapıt":1,"vasat":1,result:0
"nesil"->"başyapıt":bin,"vasat":6 bin,result:-0.44232295574557456
"biyonik"->"başyapıt":1,"vasat":230,result:-2.0258995413795238
"fotoğraf"->"başyapıt":5 bin,"vasat":7 bin,result:0.1897002589598311
"albay"->"başyapıt":75,"vasat":260,result:-0.2040837899410488
"böylece"->"başyapıt":3 bin,"vasat":11 bin,result:-0.22844313580049352
"orijin"->"başyapıt":1,"vasat":60,result:-1.4423229557455746
"müzikal"->"başyapıt":5 bin,"vasat":887,result:1.0868746791423616
"rating"->"başyapıt":97,"vasat":257,result:-0.08733309442698056
"yanıtla"->"başyapıt":77,"vasat":729,result:-0.6404085085074236
"alay"->"başyapıt":194,"vasat":909,result:-0.3349338586536722
"gündüzleri"->"başyapıt":8,"vasat":5 bin,result:-2.460051722706006
"pinekle"->"başyapıt":1,"vasat":1,result:0
"galaksi"->"başyapıt":bin,"vasat":91,result:1.3767869023169754
"coğrafi"->"başyapıt":2 bin,"vasat":170,result:1.4064093689237764
"Alâaddin"->"başyapıt":484,"vasat":993,result:0.02372440778710045
"ala"->"başyapıt":381,"vasat":3 bin,result:-0.5603679844059739
"tatil"->"başyapıt":670,"vasat":4 bin,result:-0.44015689398906677
"alt"->"başyapıt":4 bin,"vasat":11 bin,result:-0.10350439919219352
"yakışıklı"->"başyapıt":14 bin,"vasat":3 bin,result:1.0048350755966449
"bulanık"->"başyapıt":333,"vasat":3 bin,result:-0.6188487265752735
"ali"->"başyapıt":4 bin,"vasat":21 bin,result:-0.3843310087678878
"mantalite"->"başyapıt":9,"vasat":184,result:-0.9747470189321424
"beyin"->"başyapıt":871,"vasat":4 bin,result:-0.32621354168223005
"alan"->"başyapıt":19 bin,"vasat":19 bin,result:0.3358282946380691
"moda"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"popüler"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"alak"->"başyapıt":4,"vasat":13,result:-0.17605506634080523
"feminizm"->"başyapıt":37,"vasat":36,result:0.3477275179377768
"sincap"->"başyapıt":10,"vasat":27,result:-0.0955354695209182
"bilişsel"->"başyapıt":48,"vasat":620,result:-0.7753221574845974
"cinsiyet"->"başyapıt":221,"vasat":617,result:-0.11006459571006183
"teneffüs"->"başyapıt":2,"vasat":7 bin,result:-3.2082397497122064
"rom"->"başyapıt":2 bin,"vasat":581,result:0.8726821579117197
"rol"->"başyapıt":11 bin,"vasat":9 bin,result:0.4229784703569694
"fonda"->"başyapıt":7 bin,"vasat":205,result:1.8691724735965718
"çamur"->"başyapıt":41 bin,"vasat":bin,result:1.9486121513578047
"karton"->"başyapıt":112,"vasat":419,result:-0.23716770565804454
"ana"->"başyapıt":7 bin,"vasat":16 bin,result:-0.023193648003598813
"şimşir"->"başyapıt":5,"vasat":4,result:0.43273830764612553
"taciz"->"başyapıt":188,"vasat":2 bin,result:-0.6910438517622322
"otantik"->"başyapıt":2 bin,"vasat":353,result:1.0890835849142277
"meydan"->"başyapıt":7 bin,"vasat":bin,result:1.180926334652326
"sınırla"->"başyapıt":1,"vasat":1,result:0
"pakla"->"başyapıt":1,"vasat":1,result:0
"sıfat"->"başyapıt":354,"vasat":2 bin,result:-0.41619843900012427
"ani"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"akışkan"->"başyapıt":22,"vasat":133,result:-0.44560066550681043
"cinli"->"başyapıt":2,"vasat":807,result:-2.27001524442002
"bahane"->"başyapıt":79,"vasat":830,result:-0.6856227064475634
"kasım"->"başyapıt":bin,"vasat":5 bin,result:-0.3631417096979497
"diyet"->"başyapıt":5 bin,"vasat":284,result:1.5814799589270503
"hazne"->"başyapıt":1,"vasat":1,result:0
"düden"->"başyapıt":1,"vasat":20,result:-0.9652017010259121
"yedinci"->"başyapıt":5 bin,"vasat":372,result:1.4642553590921905
"körfez"->"başyapıt":10 bin,"vasat":626,result:1.5392539614276395
"ziyafet"->"başyapıt":329,"vasat":2 bin,result:-0.44800580307593774
"uğultu"->"başyapıt":2,"vasat":3 bin,result:-2.840262964417612
"cadı"->"başyapıt":197,"vasat":182,result:0.37022313281458724
"alfa"->"başyapıt":329,"vasat":120 bin,result:-2.2261570534595814
"bağlılık"->"başyapıt":586,"vasat":300,result:0.6266046559364973
"işkence"->"başyapıt":189,"vasat":829,result:-0.3062644317389603
"ferdî"->"başyapıt":2 bin,"vasat":bin,result:0.6368582903020503
"caka"->"başyapıt":405,"vasat":67,result:1.1172085151519113
"öngör"->"başyapıt":1,"vasat":1,result:0
"alenen"->"başyapıt":8,"vasat":27 bin,result:-3.1924454825289748
"ağlak"->"başyapıt":209,"vasat":2 bin,result:-0.6450554149148581
"caiz"->"başyapıt":61,"vasat":737,result:-0.7463093582102153
"ağlan"->"başyapıt":1,"vasat":1,result:0
"ejderha"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"naif"->"başyapıt":747,"vasat":2 bin,result:-0.0918810992105133
"İncil"->"başyapıt":3 bin,"vasat":606,result:1.0304769251914454
"karık"->"başyapıt":1,"vasat":1,result:0
"karın"->"başyapıt":47,"vasat":902,result:-0.9472803849681551
"alev"->"başyapıt":bin,"vasat":614,result:0.5476599234969014
"velhasılıkelam"->"başyapıt":3,"vasat":123,result:-1.2769555620816664
"sadece"->"başyapıt":16 bin,"vasat":37 bin,result:-0.028253446773001047
"boğucu"->"başyapıt":bin,"vasat":584,result:0.5694154475256696
"karargâh"->"başyapıt":1,"vasat":427,result:-2.2945995803869548
"alet"->"başyapıt":72,"vasat":3 bin,result:-1.2839604636503248
"tatmin"->"başyapıt":bin,"vasat":6 bin,result:-0.44232295574557456
"jübile"->"başyapıt":1,"vasat":167,result:-1.8868881765095142
"alel"->"başyapıt":1,"vasat":308,result:-2.152722421862375
"lolita"->"başyapıt":393,"vasat":650,result:0.11730748837064033
"İranlı"->"başyapıt":669,"vasat":881,result:0.21627850399384435
"akı"->"başyapıt":7 bin,"vasat":418,result:1.5597500528772907
"kıdem"->"başyapıt":1,"vasat":86,result:-1.5986701566054986
"üçgen"->"başyapıt":53,"vasat":208,result:-0.2579591707239034
"sonuncu"->"başyapıt":bin,"vasat":285,result:0.8809834346295589
"makbul"->"başyapıt":10,"vasat":279,result:-1.1097759086355286
"koşul"->"başyapıt":4 bin,"vasat":bin,result:0.9378882859660316
"ufak"->"başyapıt":668,"vasat":6 bin,result:-0.6175464932700288
"tokuş"->"başyapıt":8,"vasat":677,result:-1.5916703870551316
"koşun"->"başyapıt":163 bin,"vasat":263,result:3.128060150552269
"genelkurmay"->"başyapıt":435,"vasat":416,result:0.35522422096596373
"ara"->"başyapıt":bin,"vasat":14 bin,result:-0.8102997410401689
"boks"->"başyapıt":289,"vasat":191,result:0.5156927701468894
"malik"->"başyapıt":175,"vasat":294,result:0.11051901291220627
"nitele"->"başyapıt":6,"vasat":1,result:1.1139795450217127
"cami"->"başyapıt":2 bin,"vasat":15 bin,result:-0.5392329687536309
"art"->"başyapıt":2 bin,"vasat":929,result:0.6688425763084086
"ark"->"başyapıt":114,"vasat":263,result:-0.027222602515216174
"anekdot"->"başyapıt":170,"vasat":48,result:0.8850359786407558
"tabut"->"başyapıt":52,"vasat":279,result:-0.3937725650007292
"itfaiye"->"başyapıt":5 bin,"vasat":175,result:1.7917602502877934
"yaka"->"başyapıt":22,"vasat":bin,result:-1.3217490245397245
"anahtar"->"başyapıt":2 bin,"vasat":496,result:0.9413766138118529
"arz"->"başyapıt":337,"vasat":809,result:-0.04449032610286458
"bilardo"->"başyapıt":67,"vasat":2 bin,result:-1.1391268983250855
"meteor"->"başyapıt":676,"vasat":239,result:0.7873770896315674
"sonunda"->"başyapıt":2 bin,"vasat":12 bin,result:-0.44232295574557456
"asa"->"başyapıt":173,"vasat":3 bin,result:-0.9032468569527979
"yüzyıl"->"başyapıt":3 bin,"vasat":444,result:1.1655665792431118
"cali"->"başyapıt":54,"vasat":196,result:-0.22403401689543848
"sevimli"->"başyapıt":710,"vasat":3 bin,result:-0.29003461136251807
"çaba"->"başyapıt":238,"vasat":bin,result:-0.287594748305419
"favori"->"başyapıt":605,"vasat":2 bin,result:-0.18344632637344319
"ask"->"başyapıt":855,"vasat":bin,result:0.26779440936624177
"ötenazi"->"başyapıt":77,"vasat":24,result:0.842107778098945
"asi"->"başyapıt":927,"vasat":654,result:0.48733028045829896
"gaflet"->"başyapıt":85,"vasat":3 bin,result:-1.2118740343673007
"ruj"->"başyapıt":7,"vasat":361,result:-1.376580867253332
"ruh"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"gergin"->"başyapıt":80 bin,"vasat":584,result:2.4725054345176134
"run"->"başyapıt":74,"vasat":bin,result:-0.7949399856309547
"kapasite"->"başyapıt":18,"vasat":341,result:-0.9416535792511225
"ata"->"başyapıt":8 bin,"vasat":bin,result:1.2389182816300128
"sinefil"->"başyapıt":bin,"vasat":53,result:1.6115524250372801
"protesto"->"başyapıt":66,"vasat":665,result:-0.6674494151231668
"sanayi"->"başyapıt":877,"vasat":2 bin,result:-0.022202107659871535
"ati"->"başyapıt":20,"vasat":455,result:-1.021153106355062
"nane"->"başyapıt":140,"vasat":2 bin,result:-0.819073665347674
"modifikasyon"->"başyapıt":5,"vasat":60,result:-0.7433529514095557
"mola"->"başyapıt":738,"vasat":360,result:0.6475821556938234
"yama"->"başyapıt":729,"vasat":349,result:0.6557303959968639
"göçebe"->"başyapıt":43,"vasat":10,result:0.9692967502176556
"anı"->"başyapıt":3 bin,"vasat":2 bin,result:0.5119195536937504
"ordinaryüs"->"başyapıt":29,"vasat":2,result:1.4971962968730441
"koreografi"->"başyapıt":553,"vasat":bin,result:0.07855342594276743
"zihinsel"->"başyapıt":398,"vasat":931,result:-0.033238314269585616
"ısın"->"başyapıt":1,"vasat":703,result:-2.511127030381755
"sabır"->"başyapıt":210,"vasat":780,result:-0.23404701331849204
"cani"->"başyapıt":6 bin,"vasat":bin,result:1.1139795450217127
"name"->"başyapıt":229,"vasat":911,result:-0.2638545999950411
"yüksel"->"başyapıt":4 bin,"vasat":568,result:1.1835399502550126
"coşku"->"başyapıt":142,"vasat":2 bin,result:-0.8129133566428556
"yüksek"->"başyapıt":9 bin,"vasat":29 bin,result:-0.17232719382156206
"mısır"->"başyapıt":791,"vasat":6 bin,result:-0.5441464722478979
"bantla"->"başyapıt":5 milyon,"vasat":612,result:4.248046876828527
"duru"->"başyapıt":577,"vasat":391,result:0.5048273503979338
"sükse"->"başyapıt":16,"vasat":279,result:-0.9056559259796036
"bacaksız"->"başyapıt":684,"vasat":23,result:1.8091565603405924
"kurul"->"başyapıt":bin,"vasat":410,result:0.7230444379183336
"densizlik"->"başyapıt":1,"vasat":17,result:-0.8946206267402047
"alaturka"->"başyapıt":40,"vasat":6 bin,result:-1.840262964417612
"ısıt"->"başyapıt":1,"vasat":1,result:0
"klostrofobi"->"başyapıt":135,"vasat":58,result:0.702734069570138
"alla"->"başyapıt":253,"vasat":125,result:0.6420388028058307
"kaplumbağalar"->"başyapıt":49,"vasat":138,result:-0.11385471173465368
"Mars"->"başyapıt":460,"vasat":387,result:0.41087516130073176
"teşhirci"->"başyapıt":1,"vasat":153,result:-1.8488631361795296
"İskoçyalı"->"başyapıt":8,"vasat":264,result:-1.1826856452398185
"ısır"->"başyapıt":1,"vasat":1,result:0
"yavaş"->"başyapıt":2 bin,"vasat":14 bin,result:-0.5092697453761877
"benlik"->"başyapıt":29,"vasat":6 bin,result:-1.9799249578466185
"mont"->"başyapıt":468,"vasat":bin,result:0.006074147712193166
"büyücü"->"başyapıt":bin,"vasat":4 bin,result:-0.26623169668989327
"ıstırap"->"başyapıt":1,"vasat":9 bin,result:-3.618414214801256
"uşşak"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"miskin"->"başyapıt":27,"vasat":99,result:-0.22844313580049352
"ateşin"->"başyapıt":bin,"vasat":bin,result:0.3358282946380691
"güruh"->"başyapıt":974,"vasat":364,result:0.7632858678676286
"tokyo"->"başyapıt":774,"vasat":243,result:0.8389629817226496
"icap"->"başyapıt":47,"vasat":237,result:-0.3668221934363173
"kuruluş"->"başyapıt":243,"vasat":470,result:0.04933671030066389
"triloji"->"başyapıt":914,"vasat":1,result:3.2967744903719005
"karşılaşma"->"başyapıt":51,"vasat":4 bin,result:-1.558661520591957
"kurum"->"başyapıt":2 bin,"vasat":866,result:0.6993403982847036
"icat"->"başyapıt":6 bin,"vasat":546,result:1.3767869023169754
"espri"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"objektif"->"başyapıt":269,"vasat":bin,result:-0.23441942535952284
"herhangi"->"başyapıt":5 bin,"vasat":10 bin,result:0.03479829897408794
"türe"->"başyapıt":476,"vasat":bin,result:0.013435247358562236
"eyvallah"->"başyapıt":176,"vasat":bin,result:-0.41865903754778105
"gözyaş"->"başyapıt":1,"vasat":1,result:0
"cart"->"başyapıt":200,"vasat":bin,result:-0.3631417096979497
"cesur"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"yara"->"başyapıt":152,"vasat":bin,result:-0.4823281174171583
"sabote"->"başyapıt":10,"vasat":840,result:-1.5884509914238125
"keçi"->"başyapıt":34 bin,"vasat":4 bin,result:1.265247220352362
"nara"->"başyapıt":2,"vasat":23,result:-0.7248695457155426
"yapım"->"başyapıt":4 bin,"vasat":11 bin,result:-0.10350439919219352
"sekans"->"başyapıt":46,"vasat":67,result:0.17251132361881674
"yapın"->"başyapıt":89 bin,"vasat":2 bin,result:1.9841883056190008
"yakı"->"başyapıt":2 bin,"vasat":211,result:1.3125758350043577
"bilinçalt"->"başyapıt":1,"vasat":1,result:0
"koskocaman"->"başyapıt":142,"vasat":312,result:-0.006037954997317202
"arı"->"başyapıt":203,"vasat":872,result:-0.29719215238128516
"odun"->"başyapıt":97 bin,"vasat":355,result:2.77237167584922
"yapıt"->"başyapıt":4 bin,"vasat":596,result:1.162642026225795
"kepçe"->"başyapıt":68,"vasat":2 bin,result:-1.1326927883196756
"zıvana"->"başyapıt":1,"vasat":1,result:0
"rövanş"->"başyapıt":33,"vasat":828,result:-1.0636881022689235
"şaibe"->"başyapıt":4 bin,"vasat":358,result:1.3840052593221572
"daral"->"başyapıt":1,"vasat":104,result:-1.6812050446607112
"öpücük"->"başyapıt":bin,"vasat":316,result:0.8361412120196653
"darbe"->"başyapıt":3 bin,"vasat":4 bin,result:0.2108895580297692
"ferah"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"topografi"->"başyapıt":1,"vasat":1,result:0
"ayn"->"başyapıt":24,"vasat":189,result:-0.560422267823569
"ihtilal"->"başyapıt":29,"vasat":40 bin,result:-2.803833698790937
"algı"->"başyapıt":34 bin,"vasat":814,result:1.956682806791123
"karış"->"başyapıt":27 bin,"vasat":3 bin,result:1.290070804077394
"apolitik"->"başyapıt":33,"vasat":2 bin,result:-1.4466877611480247
"kayan"->"başyapıt":2 bin,"vasat":331,result:1.1170302965263317
"duyu"->"başyapıt":13,"vasat":127,result:-0.654032074011051
"ası"->"başyapıt":11,"vasat":357,result:-1.175447236315899
"mızmız"->"başyapıt":1,"vasat":328,result:-2.18004554907361
"kayar"->"başyapıt":10 bin,"vasat":273,result:1.899665647597313
"kimi"->"başyapıt":7 bin,"vasat":6 bin,result:0.40277508426868236
"dublaj"->"başyapıt":4 bin,"vasat":2 bin,result:0.6368582903020503
"hakikat"->"başyapıt":358,"vasat":723,result:0.030573023987412715
"kilo"->"başyapıt":65,"vasat":3 bin,result:-1.3283796034387376
"döşe"->"başyapıt":10,"vasat":513 bin,result:-4.374289070473747
"vagon"->"başyapıt":66,"vasat":54,result:0.4229784703569694
"müsabaka"->"başyapıt":1,"vasat":310,result:-2.1555333991962033
"patika"->"başyapıt":2,"vasat":48,result:-1.0443829470735368
"geleni"->"başyapıt":9 bin,"vasat":bin,result:1.290070804077394
"kucakla"->"başyapıt":1,"vasat":3,result:-0.14129296008159334
"pranga"->"başyapıt":148,"vasat":116,result:0.4416320208061081
"gökyüz"->"başyapıt":1,"vasat":1,result:0
"gümbürtü"->"başyapıt":1,"vasat":47,result:-1.3362695632976482
"karmaşa"->"başyapıt":350,"vasat":bin,result:-0.12010366101165525
"ateşle"->"başyapıt":93,"vasat":60,result:0.5261599928083607
"koşuş"->"başyapıt":1,"vasat":1,result:0
"çekmece"->"başyapıt":39,"vasat":294,result:-0.541454428747589
"yasa"->"başyapıt":404,"vasat":bin,result:-0.05779034025132586
"erotizm"->"başyapıt":bin,"vasat":10 bin,result:-0.6641717053619308
"vurgu"->"başyapıt":2 bin,"vasat":395,result:1.0402611946755902
"dandik"->"başyapıt":bin,"vasat":6 bin,result:-0.44232295574557456
"bahset"->"başyapıt":1,"vasat":82,result:-1.5779855577456476
"boru"->"başyapıt":189,"vasat":211,result:0.2880076435136206
"lığ"->"başyapıt":1,"vasat":114,result:-1.7210765566984034
"demin"->"başyapıt":105,"vasat":428,result:-0.27442617530516483
"perspektif"->"başyapıt":bin,"vasat":262,result:0.9175270033183237
"yurttaş"->"başyapıt":287,"vasat":240,result:0.4134989496604554
"demir"->"başyapıt":483,"vasat":3 bin,result:-0.45734582933008117
"sorgu"->"başyapıt":33,"vasat":733,result:-1.0107617401251714
"hiyerarşik"->"başyapıt":19,"vasat":2 bin,result:-1.686448100073083
"hamile"->"başyapıt":458,"vasat":5 bin,result:-0.7022762316940805
"vatandaşlık"->"başyapıt":2,"vasat":820,result:-2.276955562081666
"formasyon"->"başyapıt":1,"vasat":357,result:-2.216839921474124
"dönüş"->"başyapıt":2 bin,"vasat":6 bin,result:-0.14129296008159334
"fikren"->"başyapıt":1,"vasat":3 bin,result:-3.1412929600815933
"demeç"->"başyapıt":193,"vasat":2 bin,result:-0.6796443920181383
"paramparça"->"başyapıt":289,"vasat":353,result:0.24895143200679445
"oyunculuk"->"başyapıt":4 bin,"vasat":12 bin,result:-0.14129296008159334
"harikulade"->"başyapıt":bin,"vasat":2 bin,result:0.03479829897408794
"prodüktör"->"başyapıt":58,"vasat":2 bin,result:-1.2017737074629746
"açıkçası"->"başyapıt":2 bin,"vasat":10 bin,result:-0.3631417096979497
"profil"->"başyapıt":779,"vasat":bin,result:0.22736575231063358
"flamingo"->"başyapıt":10,"vasat":29,result:-0.12656970326088693
"transfer"->"başyapıt":451,"vasat":15 bin,result:-1.1860864225396517
"unsur"->"başyapıt":164,"vasat":458,result:-0.11019333531810215
"eleştiri"->"başyapıt":2 bin,"vasat":4 bin,result:0.03479829897408794
"Love"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"özümse"->"başyapıt":1,"vasat":8,result:-0.5672616923538745
"kavşak"->"başyapıt":2,"vasat":515,result:-2.0749489387391407
"kaşı"->"başyapıt":53,"vasat":292,result:-0.40527868720956006
"zapla"->"başyapıt":1,"vasat":1,result:0
"hoşgörü"->"başyapıt":278,"vasat":2 bin,result:-0.5211569051078357
"Batı"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"fâni"->"başyapıt":3 bin,"vasat":736,result:0.9460717350202327
"ebediyen"->"başyapıt":23,"vasat":61,result:-0.08777370435510505
"dostane"->"başyapıt":1,"vasat":2,result:0.03479829897408794
"varoluş"->"başyapıt":418,"vasat":375,result:0.3829733086853855
"saf"->"başyapıt":661,"vasat":2 bin,result:-0.1450002415402718
"polemik"->"başyapıt":9,"vasat":2 bin,result:-2.010959191586587
"sac"->"başyapıt":4 bin,"vasat":995,result:0.9400652052203061
"balerin"->"başyapıt":13,"vasat":102,result:-0.5588285248170117
"sak"->"başyapıt":37,"vasat":347,result:-0.6362994560858096
"sal"->"başyapıt":693,"vasat":172,result:0.941033082342327
"sam"->"başyapıt":bin,"vasat":607,result:0.5526396035628116
"malum"->"başyapıt":2 bin,"vasat":3 bin,result:0.15973703558238786
"naçizane"->"başyapıt":bin,"vasat":496,result:0.6403466181478716
"gazete"->"başyapıt":283,"vasat":2 bin,result:-0.5134152655016219
"sar"->"başyapıt":155,"vasat":816,result:-0.38553016594550055
"san"->"başyapıt":3 bin,"vasat":3 bin,result:0.3358282946380691
"yavru"->"başyapıt":83,"vasat":429,result:-0.3775509051705812
"sat"->"başyapıt":633,"vasat":bin,result:0.13723200465542426
"sap"->"başyapıt":167,"vasat":364,result:-0.0025566178634035723
"borç"->"başyapıt":977,"vasat":730,result:0.46239999823638633
"aşırı"->"başyapıt":657,"vasat":21 bin,result:-1.1688256305360694
"say"->"başyapıt":880,"vasat":577,result:0.5191351536325064
"sav"->"başyapıt":56,"vasat":579,result:-0.6786622420831666
"saz"->"başyapıt":27,"vasat":287,result:-0.6906898379369358
"fıldır"->"başyapıt":1,"vasat":70,result:-1.5092697453761876
"gömü"->"başyapıt":1,"vasat":193,result:-1.9497290143697046
"yapı"->"başyapıt":6 bin,"vasat":7 bin,result:0.26888150500745595
"anlayış"->"başyapıt":499,"vasat":788,result:0.1374026227719037
"ayı"->"başyapıt":2 bin,"vasat":2 bin,result:0.3358282946380691
"kürtaj"->"başyapıt":265,"vasat":111,result:0.7137511897882195
"fetişizm"->"başyapıt":4,"vasat":8,result:0.03479829897408794
"tetikle"->"başyapıt":1,"vasat":1,result:0
"çıkıntı"->"başyapıt":1,"vasat":811,result:-2.5731925595730867
"alıntı"->"başyapıt":2 bin,"vasat":5 bin,result:-0.062111714033968465
"hedef"->"başyapıt":bin,"vasat":3 bin,result:-0.14129296008159334
"paragraf"->"başyapıt":260,"vasat":bin,result:-0.24919835739111287
"köhne"->"başyapıt":25,"vasat":530,result:-0.9905075662906823
